customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-82931048,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.74,3729.82,Yes
CUST-39859174,Male,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.99,724.75,No
CUST-46102853,Male,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.27,346.86,Yes
CUST-56159303,Female,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.34,1819.08,No
CUST-22195226,Male,0,No,No,13,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.33,1135.29,Yes
CUST-57936136,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.03,1205.29,No
CUST-79062973,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,114.29,3200.12,No
CUST-24421668,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,95.02,1710.36,No
CUST-31200096,Female,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,82.29,4855.11,Yes
CUST-93375337,Female,0,No,No,60,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.09,5885.4,Yes
CUST-33234510,Male,1,No,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),90.55,5704.65,Yes
CUST-61715898,Male,0,No,No,57,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.03,4390.71,No
CUST-55968757,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.33,1903.83,No
CUST-10061087,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,108.68,6086.08,Yes
CUST-90705119,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.74,3070.98,Yes
CUST-76653416,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.62,1011.84,No
CUST-95382256,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.59,833.31,Yes
CUST-20274621,Male,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.04,2314.72,Yes
CUST-23022704,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,95.73,4403.58,No
CUST-26816569,Male,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),112.69,7550.23,Yes
CUST-17654909,Male,1,Yes,No,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,97.31,2530.06,Yes
CUST-47814054,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,89.39,715.12,No
CUST-94302960,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,66.59,399.54,No
CUST-25421040,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,95.42,2290.08,Yes
CUST-34210512,Female,0,No,No,48,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,83.16,3991.68,No
CUST-82073914,Female,1,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.04,1396.8,No
CUST-77922032,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.25,1017.25,Yes
CUST-43779713,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.88,5511.72,Yes
CUST-21506305,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,124.66,3116.5,Yes
CUST-30560091,Male,1,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,85.85,1717.0,No
CUST-96881845,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,100.17,6611.22,No
CUST-17734102,Female,1,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),17.2,774.0,No
CUST-15674719,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,116.91,5494.77,No
CUST-18658144,Female,0,No,No,63,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.31,5248.53,Yes
CUST-50163712,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),128.07,7043.85,No
CUST-99386386,Female,0,Yes,No,19,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.61,1436.59,Yes
CUST-95447809,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),40.82,1428.7,No
CUST-98917675,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.54,5275.62,Yes
CUST-54165849,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.85,2154.1,Yes
CUST-82586911,Male,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,112.5,1575.0,Yes
CUST-78227907,Female,1,No,No,45,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,68.71,3091.95,No
CUST-88826934,Female,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),95.28,4192.32,No
CUST-59905866,Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),98.14,6379.1,No
CUST-91121402,Female,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.26,931.26,No
CUST-50657662,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.58,1400.94,Yes
CUST-16659908,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),96.73,2224.79,No
CUST-41378291,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,64.81,3629.36,No
CUST-73020641,Female,1,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0,1995.0,No
CUST-46634821,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.89,2138.95,No
CUST-29433354,Male,1,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.57,1474.2,No
CUST-26887294,Female,1,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.64,2102.76,Yes
CUST-83422991,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,96.55,3186.15,Yes
CUST-45562619,Female,1,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.21,1770.99,Yes
CUST-45213498,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.31,932.68,No
CUST-45703247,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.35,5374.2,Yes
CUST-50910172,Male,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.33,3593.17,Yes
CUST-72744322,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,121.58,4498.46,No
CUST-67805563,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),60.06,1561.56,No
CUST-16404003,Female,0,Yes,Yes,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.91,3356.4,Yes
CUST-81244178,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,3638.5,Yes
CUST-61939266,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,104.99,5669.46,No
CUST-43267858,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.36,689.92,Yes
CUST-31114003,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),77.44,1239.04,Yes
CUST-96641503,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.52,2506.56,Yes
CUST-20421958,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.12,3959.2,Yes
CUST-87809459,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,91.4,5484.0,No
CUST-22984808,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),79.92,3596.4,Yes
CUST-24764960,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),131.6,6053.6,No
CUST-60402943,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),121.76,8766.72,No
CUST-86241446,Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,93.0,5115.0,Yes
CUST-63777024,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.61,795.86,No
CUST-93494666,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.55,2613.75,No
CUST-80721464,Female,1,Yes,No,65,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.46,6074.9,Yes
CUST-94711896,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,73.88,443.28,Yes
CUST-89214742,Male,1,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.79,846.17,No
CUST-53799966,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),124.56,7971.84,No
CUST-20047453,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.23,1213.89,No
CUST-45581225,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.33,766.59,Yes
CUST-44109026,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.3,999.0,No
CUST-52090758,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.57,514.26,No
CUST-26037627,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,105.21,2209.41,Yes
CUST-90337039,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.83,4721.31,Yes
CUST-30281689,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.79,685.17,Yes
CUST-67631343,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,117.48,5286.6,No
CUST-81450611,Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),84.12,3701.28,Yes
CUST-56510960,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,132.82,6242.54,Yes
CUST-42797855,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,91.83,3673.2,Yes
CUST-44795514,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.31,1545.81,Yes
CUST-15184502,Male,1,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,117.25,4924.5,No
CUST-33448674,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,79.01,553.07,No
CUST-65223954,Female,1,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.69,1634.5,Yes
CUST-40948143,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.85,1480.8,No
CUST-22503247,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,98.15,588.9,Yes
CUST-64006163,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,81.92,737.28,No
CUST-61910807,Male,0,No,Yes,57,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),56.75,3234.75,No
CUST-64847136,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,95.4,2957.4,Yes
CUST-83150359,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.23,1453.83,Yes
CUST-40831219,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),108.27,4330.8,No
CUST-33101383,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,105.76,4759.2,No
CUST-27569187,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,94.67,4638.83,No
CUST-64710375,Female,1,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),109.56,2191.2,No
CUST-64456147,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,71.53,1216.01,No
CUST-88110973,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),101.57,2843.96,No
CUST-49501026,Female,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,108.39,4443.99,No
CUST-43163773,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.74,6780.84,No
CUST-21310552,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,92.64,2316.0,No
CUST-41146082,Female,1,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,90.07,5224.06,Yes
CUST-31104792,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.43,1288.63,No
CUST-31739356,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),106.39,638.34,Yes
CUST-21471761,Male,0,Yes,No,38,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),83.34,3166.92,No
CUST-29576703,Male,1,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.68,418.08,Yes
CUST-85092305,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.59,1736.55,No
CUST-82429249,Female,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.34,1278.76,Yes
CUST-28877237,Male,0,No,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.17,6743.22,Yes
CUST-56918818,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.05,3722.0,Yes
CUST-33705256,Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.53,265.59,No
CUST-94504547,Male,1,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.34,632.16,No
CUST-87633091,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),120.77,2294.63,Yes
CUST-89452960,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),121.59,2188.62,No
CUST-65403796,Male,0,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),81.59,5221.76,No
CUST-33508102,Female,0,No,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,89.26,3124.1,No
CUST-19405634,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,89.58,5553.96,Yes
CUST-15853584,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),98.85,98.85,Yes
CUST-34947744,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.18,2579.5,Yes
CUST-58491183,Male,0,No,No,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.93,3956.85,Yes
CUST-47856186,Female,0,No,No,49,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.28,3835.72,Yes
CUST-58673237,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.66,458.56,No
CUST-75293686,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),124.28,2361.32,Yes
CUST-11983509,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.14,532.22,Yes
CUST-28298917,Male,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.27,2506.75,No
CUST-53563237,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.76,636.16,Yes
CUST-87729132,Female,1,Yes,No,54,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.41,5314.14,No
CUST-87275698,Male,0,No,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.35,86.35,Yes
CUST-83214389,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.86,1674.12,No
CUST-36365210,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.51,1852.69,Yes
CUST-68245345,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,128.72,4376.48,No
CUST-37180308,Male,0,No,No,55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,81.38,4475.9,No
CUST-21326237,Male,1,No,Yes,18,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,93.37,1680.66,No
CUST-96343264,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.35,3581.9,Yes
CUST-71864219,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),126.9,5710.5,Yes
CUST-64434670,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,106.51,639.06,Yes
CUST-97692768,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),116.72,2451.12,Yes
CUST-43255876,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,106.06,7424.2,Yes
CUST-59114107,Female,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,98.86,4745.28,No
CUST-25900476,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.87,4284.93,No
CUST-50820227,Female,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.31,970.61,Yes
CUST-89688895,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.0,1110.0,Yes
CUST-97927856,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.91,2937.3,Yes
CUST-63059071,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),73.54,1323.72,Yes
CUST-99595920,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,108.64,6518.4,No
CUST-22707035,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.46,1401.9,No
CUST-15130397,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,109.76,439.04,No
CUST-80560220,Female,0,No,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.7,5462.1,Yes
CUST-46998516,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.93,3797.2,Yes
CUST-46481541,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,712.8,Yes
CUST-76385640,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,83.91,755.19,Yes
CUST-76880548,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,131.55,3420.3,Yes
CUST-88384476,Female,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.12,320.48,Yes
CUST-52058334,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.91,462.56,No
CUST-59742523,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,106.81,1602.15,Yes
CUST-49769056,Male,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.6,3567.2,No
CUST-65174259,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,99.25,6848.25,Yes
CUST-66688830,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,95.01,475.05,No
CUST-53369428,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,86.77,1735.4,Yes
CUST-24650271,Female,0,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.7,1614.6,Yes
CUST-41725526,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),80.05,160.1,Yes
CUST-89348896,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.86,1051.18,Yes
CUST-28992383,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.44,369.76,Yes
CUST-80995266,Male,1,No,No,42,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.95,2853.9,Yes
CUST-66877183,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.45,6432.45,No
CUST-94574185,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,109.41,875.28,Yes
CUST-11989173,Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,129.31,8663.77,No
CUST-46635193,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),108.69,6847.47,No
CUST-42474983,Male,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.66,734.94,Yes
